지역명(쿼리용),지역평균고도,강수계속시간,최다강수량(1H),일강수량,최대풍속,평균기온,전일침수발생여부,침수발생여부(지도학습용)
성북,129,0,0,0,2.9,28.6,1,1
성북,129,0,0,0,4.1,28.9,1,1
성북,129,0,0,0,3.5,30.5,1,1
성북,129,7,16,17,5.6,28.2,1,1
성북,129,0,0,0,3.6,30.2,1,1
성북,129,0,0,0,4.6,28.4,1,1
성북,129,23,21.5,41.5,3.3,25.7,1,1
성북,129,23,4.5,8.5,3.4,27.3,1,1
성북,129,0,0,0,3.3,27.8,1,1
성북,129,6,2.5,4.5,4,25.8,1,1
성북,129,24,2,4.5,6,21.8,1,1
성북,129,0,0,0,4.7,24.5,1,1
성북,129,22,12,38.5,6.6,23,1,1
성북,129,22,41,195,6.8,21.5,0,1
성북,129,2,0.5,1,2.9,24.2,1,1
성북,129,23,22.5,110,7,20.7,1,1
성북,129,23,2.5,4.5,4.9,22.8,1,1
성북,129,24,29.5,128,9,23.3,1,1
성북,129,0,0,0,5.1,23.1,1,1
성북,129,0,0,0,2.9,26.5,1,1
성북,129,24,53,170,7.6,21.7,0,1
성북,129,18,0.5,0.5,3.8,16.7,1,1
성북,129,8,59,158,6.4,24.4,0,1
성북,129,24,45.5,285,6.2,23.5,1,1
성북,129,23,44.5,125,5.7,24.5,1,1
성북,129,24,6.5,8,4.1,26,1,1
송파,58,15,11,34,4.7,25.6,0,1
송파,58,24,15.5,28.5,6.8,25.4,1,1
송파,58,1,5.5,5.5,3.5,27.7,1,1
송파,58,24,17,60.5,4.9,26.5,1,1
송파,58,24,36.5,135,7.3,25.8,1,1
송파,58,7,22.5,26.5,7.8,27.6,1,1
송파,58,19,47.5,68,6.4,26,1,1
송파,58,24,33.5,87.5,7,26.5,1,1
송파,58,21,60.5,338,6.7,24.3,1,1
송파,58,2,0.5,0.5,,,1,1
송파,58,14,20.5,39,6.3,24.8,1,1
송파,58,22,25,46.5,5.1,27.4,1,1
송파,58,10,3,7.5,4.4,25.4,1,1
송파,58,0,0,0,4,27.2,1,1
송파,58,0,0,0,,,1,1
송파,58,24,16.5,28,5.5,24.7,1,1
송파,58,0,0,0,3,26.8,1,1
송파,58,0,0,0,4.6,26.4,1,1
송파,58,0,0,0,3.1,26.4,1,1
송파,58,18,35,111,6.4,26.1,0,1
송파,58,10,2,5,9.6,27.9,1,1
송파,58,21,32.5,87,6.8,22.9,1,1
송파,58,24,57,210.5,4.6,21.8,1,1
송파,58,0,0,0,2.8,25.7,1,1
송파,58,0,0,0,4.5,25.8,1,1
송파,58,21,1.5,6.5,5,22.4,1,1
송파,58,24,1,4,4.6,21.1,1,1
송파,58,23,29,151.5,4.5,25.3,0,1
송파,58,0,0,0,3.3,25.8,1,1
송파,58,3,7,10.5,3.1,27.9,1,1
송파,58,24,34.5,44.5,4,28.5,1,1
송파,58,19,14.5,55,6.8,25.5,1,1
송파,58,24,71.5,161.5,6.8,23.2,1,1
송파,58,24,1,1.5,4.2,25.8,1,1
송파,58,0,0,0,2.9,25,1,1
송파,58,14,59.5,114.5,4.2,22.3,1,1
송파,58,3,49.5,50,6.2,29.1,0,1
송파,58,12,3.5,4.5,5.8,27.5,1,1
송파,58,24,0.5,0.5,3.9,28.9,1,1
송파,58,0,0,0,4.4,29.3,1,1
송파,58,0,0,0,5.5,28.4,1,1
송파,58,0,0,0,3.4,29.3,1,1
송파,58,0,0,0,2.9,30.8,1,1
송파,58,0,0,0,4.2,30.7,1,1
송파,58,3,1,1,2.8,24.8,0,1
송파,58,23,26,138,5.4,21.3,1,1
송파,58,22,2,3.5,4,23.3,1,1
송파,58,24,50,221,6.5,23.6,1,1
송파,58,0,0,0,3.9,23.8,1,1
송파,58,0,0,0,3.1,26.8,1,1
송파,58,10,41,53.5,5.9,26,0,1
송파,58,18,3,3.5,3.3,25.8,1,1
송파,58,0,0,0,5.5,26.9,1,1
송파,58,24,65,275.5,3.8,21.9,1,1
송파,58,0,0,0,4.3,17.6,1,1
송파,58,8,48.5,116.5,4.3,26,0,1
송파,58,22,72,135.5,4.4,24.7,1,1
송파,58,20,29.5,80,4.7,25.7,1,1
송파,58,24,3.5,4.5,3,27.1,1,1
양천,23,15,5.5,21.5,4.7,25.8,0,1
양천,23,24,9,16,5.1,25.6,1,1
양천,23,2,7,13,2.7,28.5,1,1
양천,23,24,22,36,3.9,27.9,1,1
양천,23,24,63,170,4.1,26.5,1,1
양천,23,6,57.5,72.5,4.9,27.8,1,1
양천,23,24,52.5,96.5,3.9,26,1,1
양천,23,24,16,21.5,4.2,27.3,1,1
양천,23,24,57,266.5,3,25.5,1,1
양천,23,5,1,1,4,27.1,1,1
양천,23,15,31,66.5,7.3,25,1,1
양천,23,22,15,25,3.4,27.5,1,1
양천,23,10,9.5,12,4.5,25.9,1,1
양천,23,0,0,0,2.8,27.7,1,1
양천,23,0,0,0,,,1,1
양천,23,24,37,60.5,4.9,25.7,1,1
양천,23,0,0,0,2.6,27.4,1,1
양천,23,0,0,0,2.5,27,1,1
양천,23,0,0,0,1.9,26.8,1,1
양천,23,21,0.5,0.5,3.9,26.9,0,1
양천,23,0,0,0,3.8,27,1,1
양천,23,20,13,14,4.3,27.7,1,1
양천,23,0,0,0,3.1,31,1,1
양천,23,0,0,0,5.2,30,1,1
양천,23,21,8,48,3.7,25.3,1,1
양천,23,24,2.5,4.5,3.7,25.7,1,1
양천,23,6,7.5,12.5,4,27.9,1,1
양천,23,21,11.5,44.5,6.2,26,1,1
양천,23,24,33,144,6.3,24,1,1
양천,23,24,37,228.5,4.1,21.7,1,1
양천,23,24,15,60.5,9.6,21.9,1,1
양천,23,0,0,0,5.4,25.2,1,1
양천,23,19,86.5,133.5,4.9,26.5,0,1
양천,23,13,4.5,9.5,6.2,27.4,1,1
양천,23,24,35,120,4.7,23.2,1,1
양천,23,24,50,165,3.5,22.1,1,1
양천,23,21,1,1.5,2.9,26,1,1
양천,23,4,2,2,4,26.7,1,1
양천,23,21,2.5,6.5,2.9,22.5,1,1
양천,23,24,0.5,1,3.5,21.3,1,1
양천,23,19,14.5,71.5,4.5,25.4,0,1
양천,23,24,67.5,180.5,3.9,23.5,1,1
양천,23,24,1,2,3.3,26.1,1,1
양천,23,0,0,0,2.9,25.2,1,1
양천,23,14,20,69.5,4.9,22.4,1,1
양천,23,18,71.5,269,4.5,22.1,0,1
양천,23,0,0,0,3.2,17.3,1,1
양천,23,9,47.5,113.5,3.9,26.5,0,1
양천,23,24,62,287,4,24.4,1,1
양천,23,22,29,69,4.1,25.4,1,1
양천,23,0,0,0,3.2,26.9,1,1
양천,23,22,60.5,77,4,26.8,0,1
영등포,25,15,5.2,18.2,6.8,25.6,0,1
영등포,25,24,7,13.5,6.7,25.6,1,1
영등포,25,2.5,11,14,3.1,27.9,1,1
영등포,25,24,20.5,33,3.9,27.1,1,1
영등포,25,24,64.2,165.7,5.1,25.9,1,1
영등포,25,6.5,54,68.5,6,27.9,1,1
영등포,25,21.5,43.5,86.7,4.5,25.7,1,1
영등포,25,24,24.7,32.2,5.4,26.5,1,1
영등포,25,19,50,216.7,3.3,25.6,1,1
영등포,25,4,2,2,3.9,27,1,1
영등포,25,15,36,80,4.6,25.3,1,1
영등포,25,11,8.2,12,5.2,27.6,1,1
영등포,25,5,3,4.5,4,26.1,1,1
영등포,25,0,0,0,4.2,27.8,1,1
영등포,25,0,0,0,3.8,1.2,1,1
영등포,25,24,23.2,41.7,5.9,25.2,1,1
영등포,25,0,0,0,3.3,26.6,1,1
영등포,25,0,0,0,4.2,26.4,1,1
영등포,25,0,0,0,4.1,26.1,1,1
영등포,25,0,0,0,5.4,26.9,0,1
영등포,25,0,0,0,5.3,26.8,1,1
영등포,25,20,4.5,7.5,4.9,27.7,1,1
영등포,25,0,0,0,4.4,30.2,1,1
영등포,25,0,0,0,8.3,29.5,1,1
영등포,25,21,7.5,47,4.4,25.2,1,1
영등포,25,21,3.7,7.7,3.7,25.5,1,1
영등포,25,5.5,4.2,8.5,4.6,27.8,1,1
영등포,25,21,15.2,45.2,6.7,26.1,1,1
영등포,25,24,32.2,147.2,6.3,24,1,1
영등포,25,24,43,240,6.4,21.2,1,1
영등포,25,23.5,13,49.7,10.5,21.7,1,1
영등포,25,0,0,0,7.9,24.2,1,1
영등포,25,2,2.2,3,3.4,26,0,1
영등포,25,24,3,10.7,6.3,24,1,1
영등포,25,23,17.7,101.7,4.4,22.7,1,1
영등포,25,21,19.2,75.2,5.3,22.7,1,1
영등포,25,24,9.7,21.5,4.2,25.8,1,1
영등포,25,21,34.5,56.7,3.8,25.9,1,1
영등포,25,0,0,0,3.5,27.7,1,1
영등포,25,0,0,0,4.1,29.4,1,1
영등포,25,12,5.7,30.5,10.4,26.5,1,1
영등포,25,24,1.7,6,9.7,25,1,1
영등포,25,18,63,118.7,5.3,26.6,0,1
영등포,25,13,3.2,4.5,7.9,27.8,1,1
영등포,25,22,42.7,150,6.1,23.3,1,1
영등포,25,24,42.7,157,5.9,22.1,1,1
영등포,25,0,0,0,3.6,26,1,1
영등포,25,0,0,0,5.9,26.5,1,1
영등포,25,11,1.7,6,4.6,22.7,1,1
영등포,25,23,0.7,1.5,5.2,21.2,1,1
영등포,25,17.5,26.7,116.5,5.4,24.4,0,1
영등포,25,0,0,0,3.9,22.9,1,1
영등포,25,3,14.7,18.7,3.3,25.2,1,1
영등포,25,0,0,0,4.7,26.8,1,1
영등포,25,0,0,0,4.3,24.3,0,1
영등포,25,23,1,4.2,4.1,22.6,1,1
영등포,25,11.5,11,33.5,4.1,22.9,1,1
영등포,25,24,59.5,134.2,3.8,25.7,1,1
영등포,25,18,4.5,5,4,27.4,1,1
영등포,25,18.5,15,67.2,4.3,25.5,1,1
영등포,25,22.5,59.2,157.7,5.9,23.5,1,1
영등포,25,24,3,4,3.5,25.8,1,1
영등포,25,0,0,0,3.5,24.8,1,1
영등포,25,14,27,70.7,6.2,22.4,1,1
영등포,25,6,1.7,2.5,4.3,26.8,0,1
영등포,25,12.5,5.2,10.5,6.7,25.2,1,1
영등포,25,12,0.2,0.2,4.2,25.9,1,1
영등포,25,22,31.5,143.2,5.5,25,1,1
영등포,25,24,7.7,13.7,4.5,26.6,1,1
영등포,25,0,0,0,4.6,28.8,1,1
영등포,25,23,28.2,52,5.6,25.5,1,1
영등포,25,24,31,210.7,4.7,19.7,1,1
영등포,25,23.5,7.2,37,3.1,20.2,1,1
영등포,25,24,5.7,23.2,3.7,20.4,1,1
영등포,25,0,0,0,4.1,22.8,1,1
영등포,25,4.5,0.7,1.2,4.5,22.6,1,1
영등포,25,21,0.7,1.2,3.8,23.3,1,1
영등포,25,23.5,13.5,19.2,4.4,24.4,1,1
영등포,25,0,0,0,3,24.3,1,1
영등포,25,0,0,0,3.4,24.6,1,1
영등포,25,0,0,0,2.7,25.9,1,1
영등포,25,24,1.5,4.7,3.7,23.2,1,1
영등포,25,22.5,36.7,179.7,4.9,22,1,1
영등포,25,24,49.2,112,3.5,22.7,1,1
영등포,25,22.5,4.7,6.7,3.2,25.5,1,1
영등포,25,14,18,111,5.3,24.7,0,1
영등포,25,24,18.7,74.5,4.5,24.2,1,1
영등포,25,18,69.5,267.5,5.8,22.3,0,1
영등포,25,19,0.5,0.5,6.1,17.7,1,1
영등포,25,9,52,128,8.7,26.1,0,1
영등포,25,24,47.5,256.5,5.9,24.5,1,1
영등포,25,24,25,77.5,5.8,25.8,1,1
영등포,25,24,4.5,8,4.1,26.9,1,1
용산,32,15,6.5,27.5,3.1,25.5,0,1
용산,32,24,15,22.5,7.3,25.5,1,1
용산,32,2,8.5,10,3.2,28.1,1,1
용산,32,24,20,54,3,27.1,1,1
용산,32,24,61,156.5,4.8,26,1,1
용산,32,12,53.5,62.5,8.4,27.7,1,1
용산,32,19,30.5,74.5,7.1,26,1,1
용산,32,24,33,44.5,5,26.6,1,1
용산,32,23,56,315.5,4.5,24.5,1,1
용산,32,0,0,0,3.6,26.6,1,1
용산,32,14,32,54,4.6,25,1,1
용산,32,22,21,25,7.4,27.5,1,1
용산,32,10,2.5,6,6,25.5,1,1
용산,32,0,0,0,4.6,27.5,1,1
용산,32,0,0,0,,,1,1
용산,32,24,23,40,6.2,24.8,1,1
용산,32,0,0,0,3.2,27,1,1
용산,32,0,0,0,3.9,26.6,1,1
용산,32,0,0,0,3.7,26.7,1,1
용산,32,0,0,0,5.4,26.5,0,1
용산,32,0,0,0,5.1,26.5,1,1
용산,32,20,7.5,12,6.4,27.6,1,1
용산,32,0,0,0,3,30.3,1,1
용산,32,0,0,0,8.5,29,1,1
용산,32,19,9.5,58,4.7,24.8,1,1
용산,32,24,4,11.5,5.1,25.2,1,1
용산,32,6,2.5,5.5,7.4,27.4,1,1
용산,32,20,3,12,8.9,25.8,1,1
용산,32,24,8.5,29,6.7,23.8,1,1
용산,32,24,35,228.5,6.1,21,1,1
용산,32,24,15.5,57.5,13.3,21.5,1,1
용산,32,0,0,0,9.9,24.4,1,1
용산,32,18,54,139,7.6,26.6,0,1
용산,32,13,1.5,3,10.8,28,1,1
용산,32,19,25,114,8,23.1,1,1
용산,32,24,40.5,179,5.3,21.9,1,1
용산,32,0,0,0,3.3,26.1,1,1
용산,32,0,0,0,4.3,26.6,1,1
용산,32,23,2,6,4.8,22.3,1,1
용산,32,24,1,2.5,5.2,21.3,1,1
용산,32,0,0,0,3.9,24.1,0,1
용산,32,23,1.5,6,3.7,22.3,1,1
용산,32,12,12.5,30.5,3.4,22.6,1,1
용산,32,24,63,132,3.1,25.5,1,1
용산,32,18,3,4.5,4.2,27.3,1,1
용산,32,19,15,70,8.1,25.3,1,1
용산,32,24,56.5,159,6.5,23.4,1,1
용산,32,0,0,0,3.2,26.1,1,1
용산,32,0,0,0,3.6,25,1,1
용산,32,14,38,94,4.1,22.2,1,1
용산,32,6,39.5,94,6.1,25.9,0,1
용산,32,24,9,32,9,23.6,1,1
용산,32,0,0,0,4.1,25.2,1,1
용산,32,6,0.5,0.5,3.4,27.3,0,1
용산,32,14,8,15.5,8,24.8,1,1
용산,32,0,0,0,4.8,26,1,1
용산,32,21,33,134,7,25,1,1
용산,32,24,10,17.5,5.4,26.7,1,1
용산,32,0,0,0,5.6,29.1,1,1
용산,32,23,24.5,53.5,7.1,25.2,1,1
용산,32,24,26.5,200.5,4.8,19.7,1,1
용산,32,23,6.5,35,3.2,20.2,1,1
용산,32,24,4.5,22.5,3.4,20,1,1
용산,32,0,0,0,3.4,22.9,1,1
용산,32,5,1,1.5,2.9,22.8,1,1
용산,32,23,1,1.5,3.8,23.4,1,1
용산,32,23,13,18.5,4.7,24.4,1,1
용산,32,0,0,0,2.6,24.6,1,1
용산,32,0,0,0,3,25.1,1,1
용산,32,0,0,0,2.2,26.3,1,1
용산,32,24,2,6.5,3,23.1,1,1
용산,32,23,28,156.5,4.5,21.9,1,1
용산,32,24,38,104.5,1.6,22.7,1,1
용산,32,23,5.5,7.5,3.2,25.6,1,1
용산,32,24,3,8,5.6,27.3,0,1
용산,32,19,4.5,12.5,2.5,24.2,1,1
용산,32,19,9.5,23,3.7,22.3,1,1
용산,32,24,1,3,4,24.9,1,1
용산,32,11,78,105.5,3.7,26.7,1,1
용산,32,14,5.5,10,4.5,26.4,1,1
용산,32,23,25.5,95,3,24.2,1,1
용산,32,18,68,263,6.7,22.2,1,1
용산,32,22,0.5,0.5,4.2,17.4,1,1
용산,32,9,40,122.5,7.8,26,0,1
용산,32,24,49,273,7.2,24.3,1,1
용산,32,21,26,65.5,8.3,25.6,1,1
용산,32,24,11.5,15,5.5,26.7,1,1
용산,32,22,36,45,4.1,26.7,0,1
용산,32,4,5,7.5,3.8,26.9,1,1
용산,32,24,51,134,9.5,24.3,1,1
용산,32,0,0,0,3.9,26.4,1,1
용산,32,24,17.5,54.5,6.9,25.8,1,1
용산,32,24,38.5,170,5,25.7,1,1
용산,32,23,15,36,2.8,22.7,1,1
용산,32,0,0,0,6,23.2,1,1
용산,32,14,22.5,35,3.7,21,0,1
용산,32,12,23.5,91,5.3,24.6,0,1
용산,32,24,1.5,2.5,4.6,24.1,1,1
용산,32,0,0,0,3.5,24,1,1
용산,32,13,11,26.5,5.2,22,1,1
용산,32,24,39.5,93.5,5.9,23.9,1,1
용산,32,0,0,0,4.2,23.6,1,1
용산,32,14,0.5,0.5,3.2,24.5,1,1
은평,55,15,4,15,9.3,25.2,0,1
은평,55,24,6.5,9.5,8.4,25,1,1
은평,55,2,4,4.5,3.9,27.4,1,1
은평,55,24,7,11,6.1,26.9,1,1
은평,55,24,24.5,80,8.3,26,1,1
은평,55,8,35.5,57.5,6.5,27.1,1,1
은평,55,24,57,138,6.1,25.5,1,1
은평,55,24,16,24.5,10,26.9,1,1
은평,55,24,54.5,242,7.9,25.1,1,1
은평,55,0,0,0,6.6,26.5,1,1
은평,55,14,16.5,39.5,10.1,25,1,1
은평,55,22,7.5,17,6.5,26.6,1,1
은평,55,11,6,8,6.5,25.6,1,1
은평,55,0,0,0,4.4,26.8,1,1
은평,55,0,0,0,,,1,1
은평,55,24,35,52,9.7,24.5,1,1
은평,55,0,0,0,3.9,26,1,1
은평,55,16,5,7,3.9,25.2,1,1
은평,55,0,0,0,3.6,25.4,1,1
은평,55,0,0,0,4.9,25.6,0,1
은평,55,0,0,0,5.1,25.7,1,1
은평,55,19,24,24,4.9,26.3,1,1
은평,55,0,0,0,4.5,29,1,1
은평,55,0,0,0,6.8,29.3,1,1
은평,55,21,6.5,33,6.9,24.8,1,1
은평,55,24,3,6,3.4,24.6,1,1
은평,55,5,6,7.5,5.8,26.6,1,1
은평,55,21,15,47.5,7.5,25.2,1,1
은평,55,24,33,179,8.1,23.1,1,1
은평,55,24,44,218,9.8,21,1,1
은평,55,24,11,47,14.1,21.8,1,1
은평,55,0,0,0,6.7,23.7,1,1
은평,55,18,52,140.5,4.9,25.6,0,1
은평,55,20,12.5,34,7.7,26.7,1,1
은평,55,20,29.5,105.5,8.6,22.4,1,1
은평,55,24,39.5,118,8.9,21.7,1,1
은평,55,21,0.5,0.5,4,25.2,1,1
은평,55,0,0,0,,,1,1
은평,55,13,2,6.5,,,1,1
은평,55,23,0.5,1,5.7,20.9,1,1
은평,55,24,34.5,192.5,7.2,23.4,0,1
은평,55,0,0,0,4.5,22.6,1,1
은평,55,3,8.5,9,4.7,24.8,1,1
은평,55,24,11,14.5,6.3,26.2,1,1
은평,55,14,25,35,8.3,24,1,1
은평,55,24,33,60.5,6.2,22.8,1,1
은평,55,21,17.5,81,5.6,25,0,1
은평,55,24,41,177.5,4.6,23.1,1,1
은평,55,24,1,3,4.2,25.1,1,1
은평,55,0,0,0,4.7,24.2,1,1
은평,55,13,21,68,9.5,22.3,1,1
은평,55,7,1,2,5.6,26.3,0,1
은평,55,12,6.5,12,10.2,25.4,1,1
은평,55,0,0,0,3.3,25.2,1,1
은평,55,22,45.5,190.5,5.4,24.5,1,1
은평,55,24,12,26,3.5,25.5,1,1
은평,55,20,1,1,3.5,27.5,1,1
은평,55,23,29.5,52,5.1,24.9,1,1
은평,55,24,42,218,6,19.3,1,1
은평,55,24,7.5,38,4.6,19.8,1,1
은평,55,24,5.5,25.5,6,20.2,1,1
은평,55,0,0,0,5.6,23,1,1
은평,55,4,0.5,1,4.9,22.3,1,1
은평,55,21,0.5,0.5,4,22.9,1,1
은평,55,23,3.5,4.5,3.4,24,1,1
은평,55,0,0,0,2.1,23.8,1,1
은평,55,0,0,0,3,23.6,1,1
은평,55,0,0,0,2.5,24.9,1,1
은평,55,23,1,2,4.4,22.7,1,1
은평,55,23,26,165,5.9,21.8,1,1
은평,55,24,20.5,50.5,5.7,22.6,1,1
은평,55,22,12,15.5,3.1,25.2,1,1
은평,55,9,1.5,1.5,5.9,24.7,0,1
은평,55,0,0,0,3.5,25.1,1,1
은평,55,0,0,0,3.8,26.2,1,1
은평,55,17,13.5,28.5,6.5,24.5,1,1
은평,55,18,12,27.5,6.3,25.8,1,1
은평,55,24,12,21,6.8,26.2,1,1
은평,55,22,1.5,4,4.9,28.3,1,1
은평,55,0,0,0,5.3,29.2,1,1
은평,55,14,2.5,5.5,8.9,26.8,1,1
은평,55,19,0.5,0.5,6.9,28.1,1,1
은평,55,24,10.5,35,7,26.3,1,1
은평,55,22,2.5,3.5,3.6,26.5,1,1
은평,55,18,13.5,66.5,7.1,24.5,0,1
은평,55,24,28.5,132.5,7.9,25.4,1,1
은평,55,24,1.5,4,7.6,23.4,1,1
은평,55,6,7,7.5,5.9,24.1,1,1
은평,55,24,39,134,8.2,23.1,1,1
은평,55,7,8.5,18.5,5.7,24.1,1,1
은평,55,24,13.5,44,4.7,23.1,1,1
은평,55,23,51.5,221.5,8.4,21.6,0,1
은평,55,2,0.5,0.5,3.8,24.5,1,1
은평,55,23,27.5,129,10,21.6,1,1
은평,55,5,4.5,6,4.7,23.2,1,1
은평,55,24,34,153,8,23.7,1,1
은평,55,0,0,0,4,23.4,1,1
은평,55,0,0,0,4.6,26.6,1,1
은평,55,13,27.5,68,5.6,24.8,1,1
은평,55,13,17.5,29,6.4,25.2,1,1
은평,55,0,0,0,4.9,28.5,0,1
은평,55,15,94,108,5.3,26.7,1,1
은평,55,17,3,3.5,3.6,28.4,1,1
은평,55,12,3,6.5,6.5,24.4,1,1
은평,55,24,33,50.5,7.2,26.2,1,1
은평,55,14,5.5,16,6.6,26.8,1,1
은평,55,23,58.5,61,5.2,26.7,1,1
은평,55,4,0.5,0.5,3.6,24.9,1,1
은평,55,0,0,0,3.1,25.8,1,1
은평,55,21,17.5,23.5,6.6,26,1,1
은평,55,23,13,30.5,4,26.5,0,1
은평,55,19,2,5,4,23.9,1,1
은평,55,21,16,58,6.2,22.3,1,1
은평,55,24,3.5,10,6.1,24.8,1,1
은평,55,10,32,57,6.5,26.5,1,1
은평,55,12,5,13,6.9,26.2,1,1
은평,55,19,29.5,100,6.1,24,1,1
은평,55,24,54,180.5,6.2,21.6,0,1
은평,55,12,0.5,0.5,3.3,16.6,1,1
은평,55,0,0,0,3.9,23.3,1,1
은평,55,18,5.5,12.5,3.7,22.4,1,1
은평,55,20,11,45.5,5.2,21.9,1,1
은평,55,18,2,7,4.3,19.9,1,1
은평,55,18,10,31,8.4,19.4,1,1
은평,55,22,9.5,34.5,10.7,20.3,1,1
은평,55,22,3.5,15,6.5,19.2,1,1
은평,55,2,0.5,0.5,3.5,23.6,1,1
은평,55,24,27.5,155.5,9.5,21.2,1,1
은평,55,24,18.5,45.5,3.4,23.6,1,1
은평,55,0,0,0,3.5,24.9,1,1
은평,55,0,0,0,2.8,24.6,1,1
은평,55,22,28.5,76.5,4,22.7,1,1
은평,55,19,15.5,40.5,5.6,22.6,1,1
은평,55,21,2,3,3.7,22.6,1,1
은평,55,24,4.5,13,4.4,23.8,1,1
은평,55,5,1,1.5,8.3,24.4,1,1
은평,55,24,9.5,22.5,6.6,21.6,1,1
은평,55,24,19.5,49,6.1,23.2,1,1
은평,55,24,7,32,6.7,24.6,1,1
은평,55,24,9,33,6,24,1,1
은평,55,23,7.5,14.5,5.7,23.5,1,1
은평,55,22,13.5,44.5,3.6,23.1,1,1
은평,55,9,68.5,166,6.4,25.5,0,1
은평,55,24,42.5,278.5,7.3,24.2,1,1
은평,55,24,30.5,129,5.7,24.7,1,1
은평,55,24,8.5,12,3.1,26.1,1,1
은평,55,24,37,74,2.6,25.7,1,1
은평,55,22,25.5,50,3.8,25.2,1,1
은평,55,12,26.5,120.5,4.1,23.6,0,1
은평,55,23,2,4,2.2,22.8,1,1
은평,55,0,0,0,2,22.2,1,1
은평,55,9,6,15.5,5.3,21.7,1,1
은평,55,24,28,84.5,5.5,23,1,1
은평,55,0,0,0,2.4,21.7,1,1
은평,55,0,0,0,2.5,22.4,1,1
종로,86,14.5,6.2,27.2,6.3,23.3,0,1
종로,86,24,10.2,18,8.1,23.2,1,1
종로,86,10.5,6.5,6.7,2.9,25.8,1,1
종로,86,24,16.7,32,3.6,25.1,1,1
종로,86,24,53,158.2,4.7,24.4,1,1
종로,86,12.5,37,67.5,7.2,25.3,1,1
종로,86,15.5,74,181.5,5.5,25.2,1,1
종로,86,24,31,43.5,4.1,26.2,1,1
종로,86,23,61.5,337,2.6,24,1,1
종로,86,2,0.2,0.2,2,25.7,1,1
종로,86,8.5,32,53,7.1,23.9,1,1
종로,86,17.5,13,19.7,5.7,26.2,1,1
종로,86,16.5,25.2,55.5,4.5,23.8,1,1
종로,86,19.5,3,4,3.4,25.3,1,1
종로,86,0,0,0,3.8,-2.1,1,1
종로,86,24,37,64.5,4.3,23.8,1,1
종로,86,10,1,2,2.4,26,1,1
종로,86,14.5,2.7,3,4.7,25.1,1,1
종로,86,2.5,0.2,0.2,3.6,24,1,1
종로,86,10.5,0.2,0.2,4.6,24,0,1
종로,86,11.5,0.5,0.7,5.1,24,1,1
종로,86,20,20.7,21.7,5.4,24.9,1,1
종로,86,0,0,0,3.8,28,1,1
종로,86,0,0,0,6.4,27,1,1
종로,86,21,8,51,5.6,23.3,1,1
종로,86,24,3.7,12,3.7,23.4,1,1
종로,86,5.5,3.2,6.2,6.3,25.1,1,1
종로,86,21.5,11.5,46,8.7,23.8,1,1
종로,86,24,34.2,176.5,7.8,22.2,1,1
종로,86,24,49.7,278.5,5.8,20,1,1
종로,86,24,14.7,64.5,11.5,20.1,1,1
종로,86,0,0,0,7.5,22.2,1,1
종로,86,16.5,42,82,6.5,25.7,0,1
종로,86,19,11.7,23.5,9.6,24.7,1,1
종로,86,21.5,25.2,86,7.8,20.7,1,1
종로,86,24,44.7,137.7,5.7,20.3,1,1
종로,86,18.5,0.5,0.5,4.8,23.4,1,1
종로,86,0,0,0,5.2,23.8,1,1
종로,86,18,2.2,7.2,6.3,20.2,1,1
종로,86,24,1,2.7,5.6,18.9,1,1
종로,86,7,0.5,0.5,5.6,24.7,0,1
종로,86,17,7.5,46,9.7,20.8,1,1
종로,86,24,4,12.2,10.1,21.4,1,1
종로,86,0,0,0,3.8,21.7,0,1
종로,86,23,1,4.5,4.1,20.2,1,1
종로,86,11,11.2,31.7,4.6,20.8,1,1
종로,86,24,49.2,120.7,4.3,23.4,1,1
종로,86,17.5,7.2,10,2.7,25,1,1
종로,86,20,18.2,88.5,5.5,23.3,1,1
종로,86,24,47.2,173,5.8,21.9,1,1
종로,86,24,2.7,3.7,3.4,23.9,1,1
종로,86,0,0,0,2.6,22.9,1,1
종로,86,14,17,67.2,6.2,20.4,1,1
종로,86,6.5,2,3.2,5,24.3,0,1
종로,86,12.5,7.7,15.2,8.9,22.8,1,1
종로,86,23,0.7,0.7,4.2,23.4,1,1
종로,86,23.5,43,203.2,5.9,23,1,1
종로,86,24,7.5,21.2,5.3,24.1,1,1
종로,86,10,1,1,4.6,25.6,1,1
종로,86,23,32.5,55,7.3,23.3,1,1
종로,86,24,41.5,196.5,6.6,18,1,1
종로,86,24,7.7,37,3.8,18.2,1,1
종로,86,24,5.2,25,6.8,18.5,1,1
종로,86,0,0,0,5.5,20.7,1,1
종로,86,4.5,1.5,3.5,4.6,20.4,1,1
종로,86,22.5,1.5,3,4.3,20.7,1,1
종로,86,23,3.7,6.2,4.5,22.1,1,1
종로,86,0,0,0,3.4,22,1,1
종로,86,0,0,0,3.7,21.9,1,1
종로,86,0,0,0,3.1,23.4,1,1
종로,86,24,1.2,4,4.4,21,1,1
종로,86,23,30.5,163.5,6.4,20.4,1,1
종로,86,24,26.5,64.5,3.8,21,1,1
종로,86,21,10.5,16.2,3.1,23.5,1,1
종로,86,20.5,23.2,36.5,4.8,26,0,1
종로,86,13,4.5,8.2,8.3,25.9,1,1
종로,86,19,31.8,33.5,8.6,26.6,1,1
종로,86,0,0,0,5.7,24.8,1,1
종로,86,0,0,0,3,25.2,1,1
